load_0,load_1,load_2,load_3,load_4,load_5,load_6,load_7,load_8,load_9,load_10,load_11,load_12,load_13,load_14,load_15,load_16,load_17,load_18,load_19,gen_0,gen_1,gen_2,gen_3,gen_4,ext_grid_0
(22.960790725534498+11.794546878997162j),(2.4521857489065524+1.2946697166500443j),(7.2486109428395356+1.7178322437237767j),(24.835036372035376+10.126354770657523j),(28.720721245195133+28.48448407107971j),(6.176006618038376+2.141983336476195j),(11.035896352111454+7.296088279952061j),(6.395501358113142+1.5032512965209524j),(8.88049762795988+2.6468496368358494j),(3.3220213344802563+1.8548582407108833j),(8.518028015525115+6.008845977372092j),(3.32150123460169+0.8622955668856619j),(8.77390707413416+3.252327239701798j),(2.093531068191152+0.6433938339940847j),(17.82933273563263+10.865694766209316j),(3.386437423904244+1.7572701233683512j),(8.468708352704637+7.316793569984924j),(3.6811618917849436+2.1383805232997j),(2.181025742602872+0.9063801476757839j),(9.639985421058029+1.7994566044768112j),(58.07109582141046+17.518972299140263j),(23.17839578183201+31.464245172717526j),(32.832856244230285+18.34411207916775j),(17.041183885121473+7.78507956957382j),(17.597402715967082+32.901152982165556j),(43.764783076506006-8.587930883528097j)
(23.77465206397993+12.167969183115474j),(2.513068278352605+1.286659442879728j),(8.129041928776362+1.4767263869884852j),(22.97371285786832+10.603481732145429j),(28.07015714211314+32.89556640599343j),(5.969840566819486+2.018378914130601j),(10.950620950395997+6.880515166716503j),(6.567670694810592+1.5503494510462927j),(8.867369835447086+2.5601836241420513j),(3.7341723076637754+1.6219820993777048j),(9.329958213093537+6.193950588545213j),(3.2821554870538012+0.925922848132219j),(8.740534948441253+3.2929106314603516j),(2.0571603220297323+0.698366961945139j),(16.204096988487464+11.415269409542955j),(3.2135453664782205+1.6017840225675517j),(9.27534723676754+6.244045730015083j),(3.7778511074802053+2.0801088802793553j),(2.5324505565607534+0.9283425281956461j),(9.776165388468181+1.7392108474938746j),(45.04145614707461-20.000000187618806j),(24.42833687231921+30.151939516020477j),(46.99232684230787+25.88058190650545j),(23.78904819939803+8.894697014084453j),(18.288470380527308+44.70000040867443j),(33.86377418690632+16.36045074108189j)
(21.340807000980625+13.582762450899635j),(2.1735579871797714+1.1025211273893456j),(8.28955738457966+1.4647330032189023j),(24.07735897881966+11.605672271371212j),(27.5699654600137+31.07865325330946j),(5.927193110717047+2.1604732775371485j),(10.402918727575823+7.2611462383865994j),(5.9969714855229075+1.6447961749949322j),(8.091176601674904+2.578343678625552j),(3.490230671488954+1.887731436492705j),(8.428709845847154+5.267688615527442j),(3.4921500987208773+0.9888582869901666j),(10.434248119506371+3.3284576484987833j),(2.328864474995537+0.6935750210810184j),(17.864664688472505+11.54922530667606j),(3.310708406329824+1.6580415247400069j),(8.298688244630094+6.54989692063101j),(3.414851001209057+2.4679899234560425j),(2.5057323602023494+0.8836151164871577j),(11.177029810965099+1.974101851192463j),(57.26049459734928+13.78526045819918j),(23.002304153937214+33.77165847258294j),(34.25079315467609+27.028505533570417j),(16.68448718992105+7.306779736251932j),(17.05596595464478+35.76472576205694j),(43.082722746862395-11.533514966169042j)
(21.008959266386167+13.732146952210018j),(2.4782168276116106+1.0838094714733608j),(7.971200437756041+1.7287821347673138j),(21.013625982563724+11.212958956620309j),(29.743862159810377+29.044128543247584j),(5.749373667890376+1.8681187932321437j),(10.973967468794854+6.787009300698196j),(6.070171001176808+1.686899978983852j),(8.875289608579921+2.5898777539309226j),(3.4446126751803154+1.6292979017501914j),(9.626758652238715+6.294054875317668j),(2.9081080469389393+0.963427402029693j),(9.004626487004838+3.5824177372693886j),(2.1036146621104495+0.6754073150375899j),(18.558131360068543+12.114617930327544j),(3.170345753736895+1.5885134373953027j),(8.34157533221841+6.428904298285057j),(3.6088832168130773+2.430800316719707j),(2.379875806482437+0.9691609485472877j),(10.119683113175746+1.7965598976787291j),(56.36672422907247+11.006003442424394j),(22.83140467600454+33.85881748032172j),(35.347784064960194+26.814417601463724j),(16.322657722579812+7.089232693584637j),(16.567300915492563+34.18972747979374j),(42.35468232309798-8.719448212251713j)
(21.76528056995737+13.500072818631818j),(2.578822308652686+1.1338970895436318j),(8.174106422453317+1.5922382286548797j),(21.493230149773385+11.55360229685176j),(28.918354341731973+29.353289485492592j),(5.444625980914571+2.1537173235128537j),(11.539749092008371+6.947719347039029j),(6.483464484326398+1.5689732917530863j),(7.715306642848489+2.6733296644524573j),(3.2586827822770053+1.96326766616457j),(9.824013555635174+5.3067595171373805j),(3.4007286686850478+0.9442807443711031j),(8.672706052374686+3.278233000075996j),(2.1733850593335298+0.6306454138895174j),(18.063937574241717+12.059503933248068j),(3.1956221201867345+1.532271339456696j),(8.912925223325947+6.63215016384631j),(3.499437201242034+2.4128003070699577j),(2.5698739120026706+0.9032799368008941j),(9.545854360908615+1.8343456013535993j),(57.13163015743404+15.294587324537911j),(22.95657791293948+33.31376742415017j),(33.17965427316974+23.910085294149194j),(16.55205782737012+7.22142072118855j),(16.996299752387003+34.156559910631024j),(42.98007463778046-10.321015586517499j)
(23.719701915960123+11.792287934121669j),(2.1640480759915772+1.235921001748609j),(8.356494887782379+1.560131456199672j),(20.975649535676446+11.232352133974437j),(29.557518528206096+32.215509530524336j),(5.76496802546684+1.9809860717261027j),(10.777031521489327+7.884281270395009j),(5.6328754804773125+1.5484751034644721j),(7.71791782389088+2.5993194461424296j),(3.8007948590382834+1.8132819605291757j),(9.259452137733263+5.886472393335156j),(3.4906793766768924+0.9785452704606175j),(8.742617154742598+3.179862909609707j),(2.042913051463338+0.6804909377935221j),(16.34698609876435+12.089939870722604j),(3.2992600362596747+1.6255875390494705j),(9.327251449816002+6.862653600129471j),(3.468928636015945+2.46776957054638j),(2.4351526161325965+0.9783818123910873j),(10.269967900819118+1.8067519732086803j),(34.11522456026944-20.000000199034343j),(25.03992542268211+25.424863483554127j),(50.8303938603765+26.927187918111688j),(25.178156213863154+12.450226800282273j),(28.83757553557384+44.70000045125485j),(25.663418694173174+18.8507635136035j)
(22.25704439096595+11.629480437113175j),(2.4853874376975913+1.1257528042777338j),(6.991714800761902+1.4818346022905393j),(24.321742216338883+11.894366419174977j),(29.013984094626935+28.90240396971702j),(5.554757371003578+1.9528148019784712j),(10.55124899527352+7.764979572141573j),(5.748039466783636+1.6484793759207659j),(7.8390417488586355+2.2821542742716967j),(3.551255726049824+1.850723455624559j),(9.056810353129082+6.057688131191519j),(3.4384965719258918+0.8394981823021656j),(8.936088631196117+3.7089496133267152j),(2.2010100385967877+0.7029098954163461j),(17.996853501078522+10.759103952569525j),(2.970526083078683+1.6667909301932953j),(9.164930540254007+6.376187226404999j),(3.4533531001321895+2.3198340146425167j),(2.1963541380669787+0.816118157248072j),(11.481436599296527+2.0051257100951214j),(57.61340773497873+15.006877037515899j),(23.08188826130626+32.08806574265594j),(33.75769272959941+22.415093867827856j),(16.77834774340935+7.218304831837533j),(17.24583084697177+34.667414048405206j),(43.37653463214434-10.030127840248172j)
(20.92578212366298+12.661869720269666j),(2.3220308122219384+1.1689816759973104j),(7.850996524386795+1.5054521105899297j),(23.488362016914323+11.75402108918034j),(27.19252076533671+27.080991997283576j),(6.346152702742474+1.9760939828730533j),(11.49011683439178+7.443501713101479j),(5.878425953433915+1.584453721791331j),(7.408967620920812+2.5655351695882365j),(3.244613909969564+1.6218046705348281j),(8.41780478235703+5.671588493076693j),(3.3914765372846967+0.9768012930007215j),(9.790821791807259+3.496251248978385j),(2.2562809448536014+0.675085483107329j),(18.55190562225577+10.651087523373288j),(3.291702730741741+1.631731989347899j),(9.140853765968885+6.741306820949944j),(3.5179661482885214+2.206841795338266j),(2.224034621373196+0.9256382223549052j),(10.090182172958194+1.7806001558772997j),(57.44224179733138+18.653719893629976j),(23.031665434628326+30.793182462246527j),(31.87316628540334+18.120411040219782j),(16.65673438179942+7.462280318458168j),(17.140200781488762+32.775896341574736j),(43.24506054627766-8.68987127376463j)
(23.632897638459728+12.90985409930477j),(2.3483305113157567+1.31420058867962j),(7.839545188335998+1.6277038047222558j),(23.468276821618016+11.890063518683304j),(29.493568781153215+32.185254689533764j),(5.651617775818235+2.0676576091697436j),(10.395025145704764+7.401614212790676j),(6.317958366424366+1.5561432054858126j),(7.991586385684992+2.493159313034084j),(3.737302625411216+1.7644227071390128j),(9.490532182374846+5.975413811378217j),(3.178000959256748+0.8955908092244679j),(9.588104319189318+3.666020180046826j),(2.2939932349211087+0.706089117534945j),(17.50089343495266+11.185590322720948j),(3.4604454296492557+1.6277188973421817j),(9.519898121057045+6.9773087105953335j),(3.317276964801893+2.169762793009598j),(2.3453198634947316+0.8245086474854424j),(10.661938310062304+2.0303781395150375j),(37.51235676833821-20.000000196987955j),(24.900505815112616+25.196268880061346j),(50.30061752952366+27.287892401434412j),(25.427298258531984+12.447860554246118j),(28.49354597132272+44.70000045083368j),(28.27709773967509+20.00556726886757j)
(22.759325252942173+12.507343898767065j),(2.4978389345370426+1.0983834310904939j),(8.290940650679305+1.6367282662635376j),(22.92723542356223+10.175062929715969j),(29.501971075938055+28.22161078303427j),(5.880142876407108+2.0486293154797126j),(11.833847359176234+7.080074614000445j),(5.763319256629652+1.7197756982760517j),(8.017607891555672+2.7302017284382503j),(3.5591391894638154+1.8554793641843006j),(9.760335246744672+5.473142305688368j),(3.3040264173247076+0.9414769876999688j),(8.815345832396607+3.3406999691196364j),(1.9833429791147974+0.6533007120378747j),(16.736242397852205+10.580111682379455j),(3.2120578763612038+1.6211640479384344j),(7.919025797122437+6.740390482065634j),(3.494584213659057+2.203976178466417j),(2.3815241487177263+0.8578653983045774j),(11.506922968386538+1.7496473985629244j),(57.84185301009823+15.624435020015229j),(23.106787893784283+31.024513847478598j),(33.883532638141276+20.938952704503755j),(16.868747769955323+7.4059463137873385j),(17.45782479055292+33.04681005050401j),(43.57526811053281-9.656982091059739j)
