load_0,load_1,load_2,load_3,load_4,load_5,load_6,load_7,load_8,load_9,load_10,load_11,load_12,load_13,load_14,load_15,load_16,load_17,load_18,load_19,gen_0,gen_1,gen_2,gen_3,gen_4,ext_grid_0
(20.41016209887086+12.358700167725813j),(2.444447622938131+1.3088835976092261j),(7.375326190282593+1.5327249617016336j),(23.388436674340397+10.439292461835496j),(28.936662325851238+32.746253724823454j),(5.519875882723736+2.028983989778176j),(10.631305673297295+7.17059251170047j),(6.507515320098383+1.5285092099623652j),(8.619178140391577+2.2760357823930804j),(3.6842304751714092+1.7302435009912824j),(8.199703731764346+5.458073524860166j),(2.9823832747776615+0.9610583929217694j),(10.449874674611252+3.3158496405412685j),(2.3104093754366906+0.7440258751881986j),(15.982915445225213+10.488175730288587j),(3.4572891030350115+1.7032199603255513j),(9.550080585627343+7.172943863059803j),(3.6005926827504284+2.464559456802937j),(2.2679304653443+0.8282453376708259j),(9.636852586852871+1.9042059418351118j),(32.18785854004087-20.00000020188218j),(26.587807439865394+26.86507514746092j),(50.503045842007644+25.99486935286151j),(25.01956997830546+10.38738947948555j),(29.49859585623811+44.700000448881575j),(24.65850053612871+18.2406962757852j)
(20.821704750929037+12.996423553398042j),(2.3645007120117487+1.2197032085131654j),(7.582195074224283+1.6281233538675548j),(24.169249092833137+10.85303573105081j),(29.969093260021946+28.97706554072661j),(5.350273649539945+1.9215403435690295j),(10.817238460904628+8.133367295942012j),(5.909054097559256+1.6365034310415714j),(8.163192225862547+2.5506142374953074j),(3.3630234003400212+1.9482095407832107j),(9.813382273462173+6.234186658208038j),(3.113577044054844+0.8842790509308983j),(10.220473454593119+3.3159718295199165j),(2.271861439681825+0.7243090068884077j),(16.5804785168479+11.636230256957052j),(3.0593707415689457+1.5224896723397947j),(7.980129276914898+6.725759562940076j),(3.4179607946044737+2.4927538429591847j),(2.183595912591579+0.8482800557355277j),(10.437895482356575+1.870541502565606j),(56.3148204619917+9.47790940634058j),(22.80211183429861+33.45869020415224j),(36.02178972337952+26.858778360848927j),(16.282177196970796+7.072407565754773j),(16.550463241677374+35.43482889436892j),(42.310813303820154-7.972759329329684j)
(20.02482036665669+11.706038553861685j),(2.4833658366283298+1.1607429979133441j),(7.294987958751467+1.52141979761851j),(23.667269815776553+10.143570342334392j),(28.819429914807923+30.217333251879854j),(5.527867461001695+1.8854318383687307j),(10.648338603422204+8.215359925557008j),(6.64853623169682+1.459666066722534j),(8.781247679554822+2.473848285887442j),(3.377417360265302+1.6535131717539675j),(8.529591899612814+6.142100314346563j),(3.2617591129823773+0.8938084686339173j),(8.813723565991804+3.7071938621056133j),(2.1653705046693026+0.7247245845129209j),(17.1554233498714+10.901168702348881j),(3.348899621362708+1.7399204994362067j),(8.408923074700315+6.920743157968754j),(3.800269966189795+2.5054300565181693j),(2.442764523952126+0.9889941836988876j),(11.371118283936434+1.733618703688611j),(55.62297062224092+5.302409823347437j),(22.64443939907774+32.65891216116335j),(37.0507145351233+28.142715133675146j),(16.059801766571102+7.255281806100993j),(16.136836233297338+34.602643416426666j),(41.753208322130554-5.077927073822402j)
(20.990393631634884+13.346437600172885j),(2.5946077961344813+1.3074420640042697j),(7.441950613095011+1.4501205986003973j),(21.88970886583166+11.470433118350828j),(28.822363627082577+30.453884420532418j),(5.555537052835363+1.835785457080787j),(10.97209753370566+6.909091091299322j),(6.039846542717405+1.4741729998264992j),(8.326347582993797+2.4473529795056113j),(3.6066629472814444+1.8952617168002315j),(9.575323757860492+5.935399477652279j),(2.944121545661514+0.9741207302510054j),(8.602843109800407+3.1441444281820705j),(2.3344302798321137+0.6366153157424885j),(18.325436915479216+11.020053176462602j),(3.225329665835448+1.6852160324562293j),(9.462957245294803+6.85489520428557j),(3.6903177177644206+2.419219529298193j),(2.284876931760193+0.9459383201290127j),(10.516762305079665+1.9887076733890778j),(55.519606078664204+6.209311758244623j),(22.680690188134747+32.47447132625579j),(37.83140304976344+28.240110587105768j),(16.08007455611216+7.039207465158777j),(16.080764678456266+32.99129695490867j),(41.681150213360986-2.597992235392293j)
(23.43049032914769+13.451700304562873j),(2.500979679235199+1.2119943220536256j),(7.517439225868064+1.5246615533801524j),(21.805872344505357+11.14847191541539j),(28.917529010156322+32.43514412371712j),(5.705267009851657+2.064700763499893j),(10.574219504651902+7.074004904596291j),(6.008760123728533+1.6636350864938276j),(8.094089786830596+2.639728355931216j),(3.42819960566176+1.6967517164374666j),(8.373329479177931+6.186959997757022j),(2.991756992136188+0.8584595476768828j),(10.165769668051572+3.0938129006120194j),(2.310752491604985+0.658852758518575j),(16.180726795309184+11.02160487679817j),(3.2852297766116134+1.6805147411039933j),(8.592270827271207+7.178579445582757j),(3.508502527549358+2.1415955766520756j),(2.4568836002671324+0.8827481225147638j),(10.085157906019791+1.9252313351167971j),(41.24946091374803-20.000000192301773j),(24.566303443182424+29.745519973804182j),(48.79077838858438+26.181074586556925j),(23.631917115683994+9.723487186051882j),(19.408382258672212+44.70000043277818j),(30.90287679110313+17.925900697468943j)
(20.95987956576448+11.999556594624561j),(2.326502017767749+1.1969084914286816j),(6.846314008444052+1.6047631505061108j),(22.354895614250818+10.28827322292023j),(30.229647501399427+29.77852652649779j),(5.2434498717533415+1.8030946546216022j),(12.232822431074972+7.3628008787395665j),(6.532533284063694+1.6294263843617658j),(8.020849140888412+2.4264125947814046j),(3.5902043852223398+1.970729084724116j),(8.57884958005795+5.4877605403179395j),(3.496373051571491+0.8719789099104374j),(9.035273588548781+3.451979274943554j),(2.102405961973716+0.6646022833564484j),(18.782235804884824+12.055991929638376j),(3.1409710064056213+1.5882861798631343j),(8.071673564816283+6.582702616446723j),(3.39513540585572+2.265312287531644j),(2.416745943433885+0.8793680880832543j),(11.431770652259923+1.8742844144041895j),(53.81109329962233-7.714450183815913j),(22.547224985629104+33.617360887700414j),(43.18472505837869+27.629315467608393j),(16.183744111703597+7.0551031081266435j),(15.542448676263485+36.12070035859418j),(40.31448442000073+6.111756916005486j)
(22.76536327102564+13.181113491724156j),(2.605713586424662+1.2655310650700955j),(6.9808509467328035+1.5568039096399529j),(24.091202726440688+10.51230306843782j),(29.753750515548795+32.47501639183342j),(5.341676746268409+2.1330730122300037j),(11.753503272967828+7.315916732813405j),(5.807059535375572+1.7357757708427746j),(7.639361150048872+2.2928189549029314j),(3.453380318102397+1.952914732263327j),(9.589653686649802+5.55109272253921j),(3.171526415268426+0.8567112915011598j),(8.89468092193993+3.7075760623830556j),(2.146727412291016+0.6301047281002602j),(17.377419707019005+10.510081282150985j),(2.90536642452732+1.6932254966736737j),(8.252611004941942+6.890441267874653j),(3.5970196759198876+2.369719436889468j),(2.1701187056723907+0.9453807544998439j),(10.625616259743328+2.058177745276329j),(27.860948628388652-20.00000020299701j),(24.950234095023987+22.95500498075104j),(53.26257689159528+27.58280626042316j),(25.714483502960793+12.293632681616087j),(38.21327411379282+44.70000045331662j),(21.512567748109134+21.418370567248644j)
(20.78692430863992+13.699887162516141j),(2.5302918511564+1.1409528098319475j),(7.536358287382957+1.7369795097879912j),(21.667836854278757+10.10938830359271j),(30.08948842033909+27.1466968676015j),(6.3576117294445735+2.05781475371873j),(11.866587387964238+7.900197488103233j),(6.363318176213873+1.4568231519474164j),(7.7314373797168985+2.3632304436998153j),(3.5568755913671377+1.7249851320451972j),(8.467119812970672+6.077971595960173j),(3.3953773103979232+0.984244838462237j),(9.181047980556599+3.516454650946305j),(2.0822636318259637+0.6433379941219848j),(19.17214373989572+12.266330657319006j),(2.8847501396764783+1.6194659101728508j),(9.55781690441778+6.8467684057067695j),(3.671849911115298+2.4903309170734373j),(2.628883552068337+0.986287159281259j),(10.013029657328+1.9871417295315172j),(57.87030066411937+18.81978102939498j),(23.184964650961142+32.45044304219205j),(33.03393304489691+19.1568645701749j),(16.966960844676425+7.476714814905018j),(17.507590945990707+33.15435178546624j),(43.61530400985-9.043237995805546j)
(23.28771196189828+13.653424926686831j),(2.171428739584066+1.3186628385763435j),(6.961015267312346+1.5570990954849095j),(25.079536851414687+11.36439625352421j),(29.957423148948674+31.506627353227707j),(6.27531342283277+2.170408751696586j),(10.333610732020219+8.138617179219994j),(6.473552500222374+1.6450385369668248j),(8.449637980721523+2.4149935294861913j),(3.6006927280737573+1.7753143387829335j),(9.341976939979485+5.364069351529236j),(3.4020449922670397+0.8356601082609365j),(10.010296213048216+3.359522986867044j),(2.259298001509043+0.7076870097220973j),(17.200255028432363+11.799106275116621j),(3.09401431550047+1.4419176041971575j),(8.751083911338526+6.63757665061246j),(3.6837910417495494+2.318825131504067j),(2.629782571539281+0.896256995597724j),(11.050437844047933+1.806370224012143j),(41.42101964037012-20.000000189065887j),(24.39765389137194+25.870568349119097j),(49.64713789447603+27.130418853008067j),(24.296107708210823+12.68593169914299j),(26.03865577352799+44.70000045010437j),(30.990721755454864+18.723039051433926j)
(20.61475293095186+13.887411693442008j),(2.4581920568716153+1.312666370213967j),(7.057526126150035+1.7469420566676104j),(22.119480164149646+9.818596243652152j),(32.06084853742646+28.170056310119726j),(6.2775848593597185+2.026599834523117j),(11.64753682306879+7.353051856861485j),(6.363274935719518+1.5346609587859428j),(8.34335220712459+2.500671216421581j),(3.489802557548341+1.628353828219202j),(8.518777762808618+5.793383173082933j),(3.0975558120167674+0.9512609217917948j),(9.947742370595853+3.13731402679122j),(2.350240720047497+0.754793418198506j),(17.569155069342962+11.19572018733269j),(3.1891441491384755+1.7315631632412583j),(9.10318788142424+7.095644779360458j),(3.400067294944333+2.1462064351099164j),(2.576059663368446+0.9515581402322835j),(10.04685350018082+1.945879342273361j),(51.88778565979227-19.830314187126888j),(22.98328463701204+34.39126373789379j),(44.87859124089564+24.968679691643228j),(18.567141562899902+8.50509276059871j),(16.01150901088375+44.700000284092795j),(38.76846457179435+11.484152325344834j)
