load_0,load_1,load_2,load_3,load_4,load_5,load_6,load_7,load_8,load_9,load_10,load_11,load_12,load_13,load_14,load_15,load_16,load_17,load_18,load_19,gen_0,gen_1,gen_2,gen_3,gen_4,ext_grid_0
(22.71185792495019+13.440196406242258j),(2.2550834777301034+1.2581865148478335j),(8.244964686179685+1.5333704300326005j),(20.700457784658603+11.300184468663263j),(32.041135451364305+27.806919429783232j),(5.388417346889507+1.9635958796275257j),(11.989993502096853+7.985393720821554j),(6.811279541103237+1.7592449926737583j),(8.962591485526902+2.5136760524556863j),(3.591009286707444+1.7240655559107578j),(9.639362849146455+5.506095085148066j),(2.9115234745473026+0.8819368821421326j),(9.321142003967202+3.619879236601477j),(2.166134605411839+0.7297272970241272j),(18.490023268736724+10.468009472836757j),(3.422328142544517+1.5025076808223696j),(8.762732594454713+6.157689851545961j),(3.6004923917003713+2.490752278532005j),(2.3377649740193824+0.8972380783831843j),(10.749411580844004+2.053548522375959j),(54.66377868344986-7.511881463872516j),(23.071836558998474+35.01695053849755j),(44.022409231144515+25.257167466959423j),(17.578923533590782+6.871122439441052j),(16.564849328264863+41.43622363612969j),(41.02464473081392+2.336921541898135j)
(20.256199043295457+12.105197859913618j),(2.3421858160596916+1.1600736919191583j),(7.505356026449691+1.5567744266718524j),(22.140591382249802+11.628836410313468j),(29.439861850214466+32.451712892222204j),(6.243532664672114+1.916427573416505j),(11.733410473193635+7.280605299327569j),(6.256750560151729+1.7062509453623065j),(7.846748783233217+2.6464464135065007j),(3.760823647176806+1.73895711609698j),(8.153372548248464+5.529800152775965j),(3.435971253173287+0.9430440577230512j),(8.840074824672962+3.346481230252317j),(2.2188703853200282+0.633078256331285j),(18.242174114609014+10.326151495821748j),(3.2548900214177445+1.7103898045277175j),(8.294854778182067+6.482107761868825j),(3.2194497896543828+2.2942218630913755j),(2.1973404346105365+0.8771697485030936j),(10.785465797463926+1.7847043574387136j),(31.684644971258294-20.000000201253513j),(25.103396358217466+23.682086926383576j),(51.79078673360047+26.812493210170324j),(24.984335638568243+11.271934192587224j),(31.067349897665412+44.70000045118677j),(24.096974004738428+19.951609455160025j)
(22.073649258039275+12.475752155564145j),(2.2816586981135782+1.1788822256775429j),(7.488795283252241+1.712847980084789j),(20.821578084223066+10.45517039253762j),(30.57042438088878+28.92116447932047j),(5.442065583621581+2.0743871936323584j),(11.49122077538738+7.709703295131394j),(6.624010387362344+1.5418144667953153j),(8.561259823582622+2.256404213105786j),(3.3601117026242058+1.9233259330033037j),(8.230925308767063+6.316607733000244j),(2.8838595345933413+0.8607237790180999j),(8.8169565437421+3.6409931874215204j),(2.2448045074230363+0.689737950518753j),(17.959864541939098+10.581294528313547j),(2.980706299665177+1.5931930130535346j),(8.590719621544778+7.226666769692738j),(3.319957162247952+2.38680508766523j),(2.508678384380501+0.9465640055785584j),(10.343866320661304+1.9259428915423014j),(54.64018700425908+1.93209926768292j),(22.48415408531512+32.23631878787425j),(39.83676733225423+28.182018057285628j),(15.708224377372062+6.949051345710729j),(15.621461775373948+33.198833903097736j),(40.9470131253885-0.08466458403984528j)
(20.41821085001371+13.804553020812603j),(2.2296437512974987+1.1055564468167234j),(7.998567537206327+1.619075690413601j),(25.054041704105366+11.045528813183608j),(29.908952517701653+31.5277484369512j),(6.023967564586419+2.076270800771411j),(11.443248133779141+7.169056208413001j),(6.635515500641955+1.5804393257274845j),(7.5025290833363565+2.3485056901194574j),(3.2673828934666123+1.632270705357788j),(9.110334719308574+6.149446233502063j),(3.169250188537069+0.8982417649139994j),(8.657518600339703+3.346815228923448j),(2.227921786799761+0.7281931353209385j),(17.1711412911197+11.607150625114432j),(3.207246848622039+1.505412600630092j),(8.392975036851642+6.515538583606507j),(3.2980786841492447+2.360946905494469j),(2.206384818449269+0.8559976989001005j),(11.482067292008361+1.9567277113931334j),(43.1441065117968-20.000000183937935j),(23.95292337524532+27.412618366010143j),(49.67196998947326+26.760842380195726j),(23.59464401948408+11.614717849804947j),(19.673313333412533+44.70000043987449j),(32.18063169385707+17.658090283928363j)
(22.140649493372983+13.272886289484585j),(2.4253506020528888+1.2251106915504695j),(7.138898715065098+1.514405674742399j),(20.616165334335747+11.49689176476156j),(28.603482646122377+32.80770274597075j),(5.85367423168982+2.095386997432147j),(11.665214733171275+7.478331129191261j),(6.049696867871949+1.5938980862918979j),(7.974780464073411+2.4879544607475745j),(3.4019482279588527+1.9524425253291708j),(9.552712674646655+6.2220741516907j),(3.1110009270936163+0.8955548930199224j),(10.15129231150257+3.2510376512495474j),(2.242348326991897+0.655545892405202j),(16.660769218793057+11.153215053508044j),(3.1485700413769173+1.510329630203406j),(9.49701715378913+7.334369732505982j),(3.574071550680498+2.3930985423589255j),(2.5088455730301322+0.8780175065541559j),(10.758702418590751+2.0742753809818386j),(36.25537461845609-20.000000198511152j),(25.13094403188673+27.01515442767922j),(49.69304166787171+27.31854237710123j),(24.685716838239603+11.923627740015611j),(26.530413505563743+44.70000044961477j),(27.377841766950947+19.242247540332304j)
(20.489262808835615+12.185116388387954j),(2.4978717085419433+1.156433898743756j),(7.273527635786361+1.671859522305207j),(25.039695419045614+9.960960745360936j),(29.60435911519688+31.042086414151512j),(5.365300829294044+1.8229335767635342j),(11.440459862251561+7.976008846474392j),(6.263172329206736+1.591236722015441j),(8.232397903434041+2.368363978381031j),(3.81729634707734+1.8291779473122625j),(9.28572783610224+5.334942129586806j),(2.8844383531432314+0.8943437493190769j),(8.902036277955663+3.6822345897540556j),(2.0018239508841065+0.6566613988141737j),(18.04647328012606+11.323797966509032j),(3.168154875554582+1.4911175446793843j),(8.479342335217044+6.9854332541249216j),(3.8047885345261845+2.4083769019721526j),(2.2554953286604205+0.9116095116196152j),(11.32583888489388+1.9535564780899008j),(50.43718911637073-20.000000103902718j),(23.08912040490507+32.22105738049328j),(46.01405110936214+26.217948373511856j),(19.80890632137295+9.7008323380154j),(15.969542196374567+44.7000003224046j),(37.720963833953334+12.83807682959045j)
(20.093830999861424+12.55615184145141j),(2.3479168831360875+1.196664809077239j),(8.293238179058068+1.4691305616584147j),(21.067922116755394+11.728013285039683j),(31.482468077700496+29.460657719652083j),(6.027570987818269+2.051094336583224j),(11.666147793001134+7.946056800397178j),(5.890475057229587+1.6705048011469672j),(8.708807954499743+2.374351579770972j),(3.5985639790892026+1.6664520113316863j),(9.753766297756071+6.14919913928172j),(3.519664002200136+0.8648094062256201j),(10.299223740861045+3.6469566365326442j),(2.0334899202183205+0.6536590646161253j),(15.936674738430481+10.709821610261056j),(3.332119230269779+1.66968329617512j),(9.218622835944968+6.803872876972995j),(3.7585681953370473+2.465184645098391j),(2.639387420167091+0.9259463775154606j),(11.353755527999306+1.9851076842009743j),(45.66303557817024-20.000000162109643j),(24.217352136087783+31.78588004789232j),(48.22125407679354+26.507089989675723j),(23.74339776004835+9.115356534922464j),(18.0572535140897+44.70000042780943j),(33.942376489782724+14.03280541397896j)
(23.356316602013973+12.027530358761256j),(2.588951737459144+1.3150882635495642j),(7.290143595239472+1.607174323103137j),(20.63147082900317+10.824620349475543j),(30.659675123521595+28.310431865738344j),(5.849011308268381+1.9746620968503366j),(12.184573853320076+7.3084315546853995j),(6.139486981205644+1.6014802798559218j),(7.387982713859138+2.545410963597368j),(3.3145690346232257+1.9691189654774321j),(8.445516633010794+5.249535834473599j),(2.9933102682185537+0.9101135734695198j),(9.278078421476065+3.463461373938579j),(1.992997090019293+0.7481255257302684j),(18.997115856999727+10.171156819474678j),(3.4164066091328147+1.5845590754597074j),(7.909236532385437+6.728832163410224j),(3.218513360522822+2.3400628525552016j),(2.318341922978789+0.8173610989685469j),(10.258175348042954+1.9307730547047142j),(56.15932743683969+6.881518651842182j),(22.798215559228655+31.407952354529684j),(36.94700979306529+26.71351125331256j),(16.245626366769592+7.0347934648726165j),(16.466850550227235+33.71498312990425j),(42.18008782359168-6.579443299929953j)
(21.76494895399983+13.962518639333808j),(2.429688874375746+1.2395866318534927j),(8.094892695126898+1.5745211212132273j),(20.784071147579738+10.004702468039168j),(32.96833905690633+28.133855524295694j),(6.347393323697694+1.8678820116172787j),(10.73561546120101+6.781821440874745j),(6.501845337566649+1.6865411570955005j),(7.463350120141086+2.330374554804957j),(3.5510357746185157+1.747130823579425j),(8.863112857881402+5.943366371030284j),(3.1567062409680515+0.8319141992933392j),(9.389007541797978+3.0749166487286974j),(2.114963192812155+0.7365149366561147j),(16.171699756239075+11.56707188488721j),(3.026696403497745+1.5236923193833578j),(8.517700266308271+7.234153740660126j),(3.2469878162445616+2.488266360356005j),(2.1631744921315508+0.9275725353431558j),(10.701022342123792+1.9163436218152645j),(44.37787562796743-20.000000156494455j),(23.70556287401391+30.765538579521547j),(49.45921292872673+24.830241468478416j),(23.213453412284213+10.110808601709179j),(17.184187089467656+44.700000393280696j),(32.781021573166086+13.084074354098792j)
(22.673455213928655+13.290893726161183j),(2.6028241533314356+1.3141638643500588j),(7.734107915995506+1.6410054850904965j),(20.77990398011132+10.725148468688499j),(29.027608595373376+32.683364540073455j),(5.677380931483216+2.170240734453207j),(11.710316648162596+7.817971074522632j),(6.458016429419777+1.6309690178220209j),(8.183933075380402+2.6967626637733195j),(3.25511403757125+1.7995363044021782j),(8.949569175012353+5.420420670596098j),(3.4559102549457252+0.8145203845570832j),(8.703687572946418+3.6426751172073755j),(2.293553418904083+0.7450896189456939j),(16.659310733525714+11.219156275471873j),(2.9931451707757333+1.5606461887274823j),(8.968022691603505+7.089100675796731j),(3.4894831416567857+2.378240741541365j),(2.2536303888848144+0.9661562551266756j),(10.044711515500154+2.005762167338558j),(33.038717336777005-20.00000020068998j),(25.418914393352598+25.825026891342524j),(50.37529720519538+27.135640688374718j),(24.478852019484407+11.591408597113452j),(29.993881264073426+44.70000045110477j),(25.093406475030108+20.317539550539877j)
