load_0,load_1,load_2,load_3,load_4,load_5,load_6,load_7,load_8,load_9,load_10,load_11,load_12,load_13,load_14,load_15,load_16,load_17,load_18,load_19,gen_0,gen_1,gen_2,gen_3,gen_4,ext_grid_0
(21.69955104244967+13.868499432756916j),(2.434424394962539+1.1949870523613162j),(7.641769839078021+1.6914728927822715j),(22.002348957014398+11.913461898180122j),(31.673315541652308+30.35288745703023j),(6.259116857798414+1.9893033896636236j),(10.212667737910794+6.754778414923925j),(5.8466186677400325+1.7209945080920328j),(7.763138345568674+2.5139785582113965j),(3.4708299283505015+1.7878488423004562j),(8.167205539829235+5.772139140974759j),(3.286688527713721+0.9863866226799333j),(8.736742938589007+3.339941047015385j),(2.4089615519214265+0.7044303862897113j),(16.35525053091016+10.726139568621624j),(3.232497918401063+1.4441658818175434j),(8.822383406974895+6.969049646727275j),(3.814567400214158+2.194825780316478j),(2.345808155057733+0.9460564165598099j),(11.387947654293201+2.0869766338963505j),(32.559674961582374-20.0000001961766j),(25.165263118568486+26.168261655468026j),(53.04879770089909+26.579970914317993j),(25.261700570852607+11.613663655730235j),(30.086482617985506+44.70000045192642j),(24.009494550700108+18.25801318977542j)
(19.848610559531938+11.951383441260228j),(2.5967677360278487+1.0839431445639431j),(7.414114207513962+1.5112578761219715j),(24.40387360120624+10.234917278317125j),(30.96907042400582+30.56543623662925j),(6.327278981115956+2.161589089732095j),(11.147021812721826+7.876461928688466j),(6.44400898212848+1.5367092160791331j),(7.496545438068974+2.724061064922198j),(3.1537227872710556+1.8912200108477204j),(8.43392906070423+5.616457804867297j),(2.9025147646227927+0.9894582085166799j),(9.609116435070405+3.306992344122472j),(2.1464177422783473+0.7412130872231201j),(17.278255070566647+10.11663047059303j),(3.2768039670931124+1.6044537741127298j),(9.099310604656237+6.332464798371506j),(3.6782886893482747+2.504717124642493j),(2.5240509003419143+0.9217787827850715j),(11.589623503923036+1.770557486336812j),(39.55412905150171-20.000000190165206j),(24.846558076725664+27.99832835895542j),(51.11133080290046+25.911812286613003j),(24.64593202546382+10.634839427152041j),(23.46628058899258+44.70000044712397j),(29.40486268115183+14.163104137368093j)
(19.998742644102844+11.96168956525121j),(2.246257792796425+1.2743572441313427j),(7.764034094662993+1.5509387031320392j),(22.35366620697543+10.308776583735938j),(32.440944652401626+28.72897650027731j),(6.104325442514164+1.8377428514772922j),(11.599638830821668+8.162892548168232j),(6.811194799737614+1.7506238101445053j),(8.875595044616391+2.304875157547562j),(3.5512988232057823+1.6742377149458836j),(9.483091954170586+5.864652691523822j),(2.963872002891583+0.9697217718726115j),(9.849739237978723+3.456077108627383j),(2.3188702426060264+0.6933095949468381j),(17.477564061160496+10.79145728402487j),(3.262230756416992+1.5947359959862872j),(8.331381619444+7.195305857963694j),(3.236017278743915+2.51623589248912j),(2.2569842667764597+0.9480528478678089j),(11.102872535599515+2.0380747691150063j),(43.33680862691037-20.00000016529465j),(24.163198927289997+28.609985760530225j),(49.51914535634806+25.73711868538373j),(23.37324848491769+11.924032265053304j),(22.357908011741515+44.70000044693277j),(32.054769487263236+12.801669504309183j)
(22.820614201279543+12.709791976641673j),(2.5608385049663545+1.3115864573964051j),(6.99686767323468+1.4697226262021492j),(24.577345720782663+10.021560510086214j),(30.62743080028608+28.396620982135914j),(6.260829347236103+2.1104646415465473j),(11.255553783639423+7.0241260991956205j),(5.885365177951565+1.5365323991032955j),(7.413252021459163+2.304344164795425j),(3.7239771919839133+1.8112107360196852j),(9.602792597176515+6.244455535779238j),(2.9553363827850743+0.95320513824473j),(10.296749736838187+3.1697963240731823j),(2.3544808402319513+0.6457053061352571j),(17.8681014740016+12.02982164199452j),(3.000430367778466+1.5088756426767114j),(9.172943207948862+6.472090818493192j),(3.633720236251823+2.403632691296416j),(2.597032686788933+0.9057133380976745j),(9.852277047989839+1.8877833557147279j),(57.59754141563788+9.729692374908902j),(23.196721088515737+33.51495120619897j),(37.54715557941286+26.509804399004743j),(17.07026175428157+6.903800645411941j),(17.41595632714288+33.795657731704694j),(43.38146401828317-9.265206702660304j)
(23.093979691969377+11.920627730491878j),(2.3009441708475467+1.3027086666322953j),(7.365097133635452+1.589879584555259j),(23.003269229182457+11.136691436407032j),(27.174509269290176+29.19014385213215j),(6.351056770553437+2.0550672386596265j),(11.649736044095421+7.167366760790139j),(6.574509885226681+1.545455720166124j),(7.96169984824698+2.4759565185615067j),(3.2889002241918917+1.732704037422432j),(8.788912940110546+5.226044307086097j),(3.029311051895427+0.9528693145458987j),(8.551151118549862+3.7025752937104452j),(2.380261713615298+0.7679314783852467j),(18.417317866677642+11.995435169330374j),(3.2450120093163832+1.4982451108237091j),(8.97988809114128+6.356149269941734j),(3.2248774596280305+2.4783024646171388j),(2.41485234635317+0.9511719219606377j),(9.76891172033765+1.9387341987835816j),(57.63632543840151+17.974486599653574j),(23.056357469171015+32.24834024722822j),(32.00356383500026+18.868938167550038j),(16.721802578184167+7.2182483345963195j),(17.265460762264443+33.07019958301684j),(43.396590291329325-8.428335444679721j)
(20.52277866507665+12.908909178030655j),(2.5874995478163245+1.258404125387453j),(7.5568415549907595+1.6473188501826428j),(22.033916707721147+11.65917049386755j),(29.660504522547026+28.40790246137093j),(5.47953778429043+1.8212957547491393j),(11.22568285742225+7.224584128082614j),(5.957888848487782+1.5198133939863596j),(7.652843955585383+2.7386893240008092j),(3.2503286593520406+1.8663478650482161j),(8.386576392163434+6.225781908130688j),(3.2093292738066794+0.9638842955863939j),(9.678098792887793+3.3429371942322343j),(2.088217852193476+0.7339196088954212j),(18.715290682307362+10.61180470970876j),(3.424202110042323+1.5274944244662452j),(9.503655235524942+7.004070388775782j),(3.327778389364428+2.3889559456260874j),(2.29102799136855+0.9781115189647169j),(10.320435731945183+1.7995952900159704j),(56.979367749114516+14.649454327196269j),(22.943965083871507+32.35942371974429j),(33.27540462556622+23.924125710408518j),(16.546495623575474+7.397398802573705j),(16.88765076381057+34.49748758042829j),(42.85516062474807-10.495944816570875j)
(22.904997240088623+12.628402088331994j),(2.332464684097302+1.0850114542562472j),(8.032518506725882+1.6070855551347085j),(24.523339397943584+11.656016479349313j),(29.328339436454094+29.88247103875139j),(5.957988272405239+1.9588061567570505j),(12.142861790530633+7.23007329312305j),(6.48223396345551+1.4928839244220533j),(7.420762621227694+2.381222349351001j),(3.727289803210482+1.6728151301545664j),(8.94073046242855+5.344958072970716j),(3.2162055899757798+0.8325776317367438j),(10.230096716444084+3.1070590280967423j),(2.3514181589363643+0.6723888792197952j),(18.0488039236261+11.727955425221657j),(3.46910848846618+1.5641865903845942j),(8.450750126847527+6.080454658400588j),(3.262053088765916+2.3540221265285988j),(2.3029184130614277+0.8865613735558434j),(9.558040269096455+2.0180573296731326j),(57.67928727696499+11.068679830641317j),(23.178050482882007+32.927823491394975j),(36.501556682602676+26.41565811546245j),(17.08329942762733+6.796635946992102j),(17.498634726587156+34.270583065142134j),(43.45328286543394-8.932492982312754j)
(23.43616388647524+13.363265044116941j),(2.5689347563015255+1.1593378277357291j),(6.904938477254017+1.708274705761981j),(21.30578912560261+11.150970116195126j),(27.358902499157672+27.314600083614817j),(5.517796545872731+1.8806787792842654j),(12.215056077014872+6.977754110528937j),(6.5642677147040684+1.7360660304763353j),(8.455640647222264+2.3377751935341067j),(3.746412127566876+1.6708113515474075j),(8.58995532092615+5.963926310840025j),(3.2685434956103507+0.8862876438279065j),(8.572206728611457+3.567296497380743j),(2.3939374092438186+0.6681891689923758j),(16.62369023216346+10.726681806369871j),(3.073384009429201+1.5699348942020395j),(9.362197558384144+7.310260737984677j),(3.212621345006316+2.381342277517277j),(2.3563976113262988+0.8572472626011426j),(9.565410649943397+1.899849762853719j),(57.16719939719075+19.03039028059656j),(22.871784370393783+31.021124883961807j),(31.090291517111552+18.13984698761234j),(16.427411640384896+7.569135609907527j),(16.966054058233375+32.10024020354285j),(43.00000007337164-8.224882920208179j)
(23.66547426172937+12.3788120575359j),(2.5469535324609907+1.105889931698498j),(8.343178636219525+1.7315802932926538j),(21.546518694183803+9.91062192293383j),(28.257424350665485+27.14636462127657j),(5.250829909018335+2.1334573380130752j),(11.94487293401314+7.926085974004754j),(6.039671007212088+1.6657610350299625j),(8.410022020892097+2.5852739646117326j),(3.404747793228667+1.70891995079847j),(9.62730150660018+5.531412244658087j),(2.9975979723160178+0.8738554926430234j),(10.145446244037265+3.458184014626683j),(2.122534892300723+0.7183180077777775j),(18.768053765348856+10.73049738796512j),(3.3687962456152807+1.6792689127769511j),(8.151001184667164+7.0680191365428735j),(3.2020764303208367+2.4327923256471853j),(2.190302075481656+0.811873560721337j),(9.806402571975127+2.0018871479404647j),(58.07310715753346+17.563050173155315j),(23.18892264517641+30.72386841260971j),(32.67369680576636+18.18807394155536j),(17.014415218902727+7.68715360478902j),(17.607703075891088+32.95628156721952j),(43.77156280365307-8.613979620820853j)
(20.451493000347668+11.547163738619945j),(2.3731437833374374+1.3140062422332963j),(7.3908032432198265+1.6696195709624213j),(20.898177773583864+10.306029114039585j),(31.97965834434544+28.17066296372453j),(6.277554836600965+1.9537644978090436j),(10.272155962698072+7.818175398068281j),(6.564774250003911+1.5078333667668196j),(8.357780599614573+2.3599551435470585j),(3.3623665556533586+1.9611188786246379j),(9.673941046367844+5.271554615244872j),(3.2883393604744313+0.9483783107060547j),(10.066937904024794+3.2106224274829294j),(2.0336801591660447+0.6975811778668588j),(16.647192481329725+11.884636116006208j),(3.171514251309702+1.4520608132820874j),(9.223966730738113+6.083591468514173j),(3.83540063174787+2.471904949784643j),(2.2388695585753458+0.9016757321552766j),(11.27982470651468+1.7855875884881978j),(50.84601256793309-19.999999842025282j),(23.014480845295257+33.898368871648735j),(45.48939039718525+24.86513698684876j),(19.118483065314358+8.360545532400494j),(15.83800287275528+44.70000034477219j),(37.921574471024144+9.758024775494327j)
