load_0,load_1,load_2,load_3,load_4,load_5,load_6,load_7,load_8,load_9,load_10,load_11,load_12,load_13,load_14,load_15,load_16,load_17,load_18,load_19,gen_0,gen_1,gen_2,gen_3,gen_4,ext_grid_0
(22.423480395905475+13.947049827046923j),(2.2028336706891025+1.1563629235385027j),(7.707704732053497+1.5632014051667429j),(21.47546139985281+10.662257073216017j),(30.73768552749874+29.36938909142624j),(5.616218161373411+1.860168030408945j),(11.255527730057661+7.623905030370984j),(6.111090539768579+1.711436583578993j),(7.788632153988841+2.5972173436102084j),(3.4075330026279556+1.7200064345500292j),(8.230963074977588+5.845361997975027j),(2.9296056820521663+0.969296267848865j),(9.348122935034034+3.2536270534063827j),(2.4144703308023114+0.7505644314000082j),(15.778712300419299+11.845941645706313j),(3.326398410832272+1.580901025229513j),(8.90707525911186+6.369897354677717j),(3.6482565264810827+2.3675280743528404j),(2.2528617254007193+0.9095808391461662j),(10.707287722791468+1.8502344344631036j),(52.74897900423217-11.031087716069232j),(22.4277874270866+36.57174627758577j),(43.34207917139662+26.55387123873555j),(16.039871472738724+6.909486933370499j),(14.977295062746219+36.742142392121536j),(39.42966390817158+9.0594328746581j)
(22.519886263135188+12.916422938196792j),(2.6152130214875102+1.1506722152722029j),(7.430484842946656+1.5183680302178422j),(25.058820673110866+10.927793487639898j),(30.268285149096464+31.17673768332048j),(6.054265343423781+1.806030567858824j),(11.977553307663786+7.386975269561865j),(6.385344855024218+1.4449202314712621j),(8.640138984402594+2.7095066466202544j),(3.80688090786796+1.8125076073770954j),(9.558114953139084+5.3611352827350345j),(3.4597471542638667+0.8131697422158654j),(10.131618311907596+3.321945558888213j),(2.2424502513551428+0.7632469466284036j),(15.92316484837606+11.276815054074588j),(2.9722314317551977+1.492033756336005j),(8.12327689384162+7.288023646165316j),(3.49742705043052+2.472836669866453j),(2.4979605539002563+0.9854757115492122j),(11.058302992862762+1.779981249044298j),(43.853169512229684-20.00000018516125j),(24.659242339504804+29.00343779975521j),(49.78625330258413+26.355054106086246j),(22.967537045863+11.096661537215212j),(22.910413881978922+44.700000444923525j),(32.847939819872884+15.676671586750496j)
(19.915897032955044+13.607973824145871j),(2.4115130638248248+1.1079199610920012j),(6.887261333651141+1.660545135963708j),(24.905884688968076+11.930969720687848j),(29.898408158109095+27.580090061976705j),(5.599327164913956+2.0961030456280687j),(11.478551666310716+6.84597113075817j),(5.737505616786544+1.4996099292551643j),(8.690637269947285+2.441041344058018j),(3.4229568299529918+1.6823545573748557j),(8.118468726104354+5.359810516228246j),(3.0396159999530954+0.8467682222152195j),(8.736052488573465+3.6585971221760016j),(2.400846554225082+0.6724269002681431j),(15.99047971472862+11.492322229157686j),(3.3989019992317013+1.4769791204425688j),(8.605347653451+6.75379835558373j),(3.647203435264362+2.2420464642580686j),(2.2233621244561848+0.831794670498965j),(10.311386792626942+1.8161474226811067j),(56.93780047508376+17.97944479675121j),(22.84646014298673+31.9688915049684j),(32.11942855089646+20.387467328008874j),(16.400574705738652+7.169021620860341j),(16.856499244961554+32.50754397870516j),(42.81744452521973-9.3689472715338j)
(21.8335232639354+11.568099930260052j),(2.471921683096869+1.2287843367519444j),(8.313470134668586+1.5798571670336485j),(21.501689070974724+11.284292816094778j),(31.19620905930985+27.49473110038464j),(5.716166509741995+2.113065673832413j),(11.595351536886657+7.902117878846472j),(6.313811756681473+1.628609602237248j),(8.397706894822058+2.6981363317251956j),(3.738600148606743+1.8456990331975884j),(9.506031159795628+5.461183052847504j),(3.189760946541284+0.9689926344437195j),(10.021109092862414+3.4380999567058637j),(2.0564560143109314+0.7584573986379018j),(16.748891227805736+11.431376273951054j),(3.1606025234676176+1.7282851849741954j),(8.371491773105609+6.227563197544649j),(3.6102025602746255+2.256084671956953j),(2.587392395171428+0.8647486351791869j),(9.730757598770417+1.9872995979645882j),(56.93644562594901+8.942775794757567j),(22.96986666661181+32.77201775025855j),(36.28715289024765+26.2652651337018j),(16.68524654742588+7.165247504281327j),(17.02393169921993+35.215618147561514j),(42.82904469171955-9.746766760341478j)
(21.57762515326222+12.383000662234585j),(2.5143784109126797+1.2572457257743335j),(7.708580077081565+1.5789684613648012j),(22.840256189581115+11.762249907748975j),(32.89052492434029+28.570083769353264j),(5.272604640417192+1.8378520623697194j),(11.387860039263773+7.322243865185052j),(6.2451637561029125+1.5917586496169789j),(8.332875105338683+2.428884220572147j),(3.474996940354619+1.6544191239540362j),(8.426299830486135+5.713051262559101j),(3.4719945153761813+0.8418767501434542j),(9.943401944642822+3.663898801851566j),(2.2444489749980123+0.7054210568313234j),(17.031260511400287+10.606646373186535j),(2.9478434007597114+1.502695874980266j),(9.457728830660322+6.287255542020397j),(3.604554877403218+2.090785664954419j),(2.5022644453201472+0.8434281306102606j),(11.561620345084206+1.83492962587868j),(39.145819306681766-20.00000018349767j),(25.324610213239808+27.28978000073904j),(51.677289391496544+25.729509300110518j),(24.474294884428257+9.975632686884925j),(26.622445243830363+44.700000449538244j),(28.865069245830668+14.910648116409709j)
(22.20452503622988+12.610308769843767j),(2.4291488378332273+1.2644066073501337j),(7.097924768767757+1.6053079255179978j),(21.392954169635576+11.474890288131386j),(32.49756481246392+29.166356467959012j),(5.8473778253907085+2.188507251125259j),(10.553536762854494+7.718392528182117j),(6.789046796957614+1.634946558209006j),(8.2073813270849+2.542777510568616j),(3.5269602784397645+1.8909242875792789j),(8.667035097421264+6.247130496854198j),(3.0834189964910625+0.846688243417631j),(10.230822145615887+3.7094759241233617j),(2.4190891628590108+0.7441010448434469j),(17.069448968555417+11.87634979044001j),(3.0649591145379746+1.7217582616816007j),(9.548570068870186+6.618003532020381j),(3.478441465586892+2.258436235166419j),(2.4101426607600156+0.8545749861514913j),(10.336934386638417+2.0558313739987213j),(35.1226983118235-20.00000018542036j),(24.354038988436375+25.37546215261195j),(50.84136805957869+26.336274710297207j),(25.211227104991085+13.461378605101974j),(32.33081031518641+44.700000453310736j),(25.614815376136903+17.493210963669757j)
(21.296726248796173+11.940309300078333j),(2.6013117214395765+1.0980973885313141j),(7.1599694255685264+1.5313095689704221j),(23.414237442710238+11.842478581827043j),(30.25789393627862+27.26919926492396j),(5.73335181890848+1.8365140187635975j),(11.176448601258299+7.321162646778507j),(6.734030107909934+1.7490451813086567j),(8.44226070179856+2.354377347706475j),(3.797916533713468+1.6798672141760937j),(8.245030352554512+6.067089612076286j),(3.1054475741260266+0.9824568603355652j),(8.76703533684768+3.655137276183569j),(2.0418709002915416+0.6668878177998787j),(16.78983112626274+10.34881514367685j),(3.15758601348743+1.7458193272304499j),(9.400393311072364+7.283592223743453j),(3.444718252801213+2.0769963195343593j),(2.4955575610929333+0.8541832124843518j),(11.045340605843514+1.9872119837761357j),(57.58052258675302+15.674237626685557j),(23.052153711367005+31.379237583547273j),(33.58067969150625+21.145988846429066j),(16.833914911805035+7.67513713040483j),(17.322410323494168+33.49229572740514j),(43.36056817289694-9.758899811808567j)
(23.271884186129586+13.581371970185891j),(2.4032611471447827+1.2749527910064773j),(7.50206504079676+1.687539624225632j),(21.257369200922128+11.86740948996221j),(28.915098805085314+29.21896447870045j),(6.085064602534813+2.191522360200955j),(11.312439051389955+6.9711532544622274j),(6.360799809882415+1.5951282317619027j),(8.237965943483802+2.4508760023114267j),(3.5732406033614748+1.950097968138591j),(8.375792177345899+5.709311598743156j),(3.173621140638044+0.8451448618774677j),(9.883943672878951+3.391375967382943j),(2.3180001935679306+0.6959378385795849j),(18.21777551202472+11.408557320115614j),(3.2274610232988494+1.4591031269118313j),(8.177106146091402+6.892041953673348j),(3.5448478319571457+2.09497668353329j),(2.5865325127266856+0.9818496769777202j),(11.076319343553411+1.9572235161167284j),(57.589555739874044+15.807942472426541j),(23.071783673109074+33.12402078077149j),(34.018874299905654+23.75976741076604j),(16.81148743471269+7.176285357445957j),(17.27974349092465+34.40289019097647j),(43.35746927117232-10.332188217106172j)
(19.85232857114321+13.78136080677605j),(2.288555225379701+1.2966503982110986j),(7.702281800209954+1.7394752658383994j),(24.44580465777843+11.76453220544842j),(27.728414283795388+28.189846080018327j),(5.554788027657794+2.111541219468163j),(10.112121906633137+7.3672097761813955j),(6.299453024239293+1.5995505653912963j),(8.489221439715868+2.488558829903948j),(3.398736537046503+1.889791256024416j),(9.899057863524071+6.156293266321837j),(3.0958804570469636+0.8697014796162731j),(10.251755498037669+3.2405761194012395j),(2.1023731884431407+0.7170128211277887j),(17.216882971953382+10.868130329148608j),(3.2642927319825286+1.5957376265700758j),(9.157054857562159+6.031840952001676j),(3.7822261020770123+2.404801210762202j),(2.1711141548893416+0.8690429647126414j),(9.572050291124821+2.0695707044176572j),(57.3500110011451+20.17146387059136j),(23.001996059180325+31.484261026341635j),(31.72468395613525+18.721182932662007j),(16.661160740470493+7.114993494379592j),(17.10423178188271+33.67313978006866j),(43.17060061720787-8.786395825305656j)
(19.9500879093094+13.03641710324079j),(2.610341437968517+1.1347943103880604j),(7.627643230149326+1.6927719185606627j),(23.891373029396515+10.51602950214297j),(27.300719827802116+28.421982893089645j),(6.212209615363597+2.1838769535542815j),(12.074775753671926+7.7901406587527795j),(6.639806057776847+1.7466964849153557j),(8.892547635808672+2.6195512385530586j),(3.2464499358282843+1.6898696552335746j),(9.771858149435195+5.400444588686251j),(3.4573258419219615+0.9663971430035145j),(9.864059282251507+3.0720962004341374j),(2.3048876238106017+0.7621693374416239j),(16.265292041573453+11.191161280574626j),(3.2441370724423155+1.5319828017121275j),(8.300185385690785+6.823589027124462j),(3.267174623038997+2.14617994960859j),(2.5667282320328026+0.9490011349490876j),(9.860322099427794+2.041321971493169j),(57.535407556598635+18.80278319832317j),(23.0225422486936+31.446512668997933j),(32.00290594642428+18.558219242185793j),(16.757846847135742+7.389047278538244j),(17.31805998328626+33.71241785631458j),(43.334133309787816-8.850755508333048j)
